,Specific Location,Amenities,Bedroom,Bathroom,Toilet,Description,Location,New,Duplex,Lux,Estate,locationbed,estate_price,terraced_price,new_price,value,location_rank,rank,Price
373, gated estate by junction bustop facing harmony estate langbasa road ajah ado ajah lagos,5,3,2,3,"Brand new 2 bedroom flat all rooms ensuite with shower cubicles spacious modern kitchen with cupboard and cabinet, store and balcony upstairs. ... New. All Room Ensuit. Big Compound. Pop Ceiling. 24 Hours Security. ...",ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
374, remlek estate badore ajah badore ajah lagos,7,4,3,4,Brand new 3 bedroom duplex with spacious kitchen and sitting room inside a gated estate.. Not far from the interlocked road inside Remlek Estate Badore Ajah ... New. All Room Ensuit. Big Compound. Pop Ceiling. 24 Hours Security. Water Treatment. ...,ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
375, omoba bade street marshy hill estate ado ajah lagos,7,4,3,4,"Description:- 3-Bedroom flat with Maid's room in a block of 6-flats within Marshy Hill Estate, Ado Road, Lekki, Lagos. Rent:- N1,100,000 Service Charge:- N150,000pa Agency Fee:- N110,000 Legal Fee:- N110,000 TOTAL = N1,470,000 ... Serviced. New. Boys Quater. Security. All Room Ensuit. Big Compound. Supermarket Nearby. Restaurants Nearby. Security Doors. Pop Ceiling. Street Lights. Water Treatment. Church Nearby. ...",ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
376, ocean palm estate sangotedo ajah lagos,5,3,2,3,"House features: Spacious living room and bedrooms, all rooms en-suite with spacious bathrooms, well equipped kitchen two conducive balcony 24hours power supply, well treated water system. Located in a serene and secured estate at sangotedo immediately after ... ...",ajah,1,1,1,1,ajah3,900000.0,1000000.0,1000000.0,4,24,4,1100000
377, unity estate maryland badore ajah badore ajah lagos,9,5,4,5,"Spacious 4 bedroom semi detached duplex all rooms ensuite with spacious kitchen, spacious sitting room and big compound good for both residential and commercial purpose close to the interlocked road inside the estate. ... Cheap. Renovated. All Room Ensuit. Big Compound. Pop Ceiling. 24 Hours Security. Water Treatment. ...",ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
378, pearl garden estate sangotedo ajah lagos,9,5,4,5,NEWLY BUILT 4BEDRM FULLY DETACHED DUPLEX WITH A ROOM BOYS QUARTER PRICE: 1.6M LOCATION: PEARL GARDEN ESTATE SANGOTEDO ... Boys Quater. Security. All Room Ensuit. Big Compound. Gym. Pop Ceiling. ...,ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
379, greenville estate badore ajah badore ajah lagos,5,3,2,3,Spacious and Tastefully Finished 2 bedroom flat all rooms ensuite spacious kitchen with spacious sitting room. Masters bedroom has balcony inside an interlocked compound ... New. All Room Ensuit. Security Doors. Pop Ceiling. 24 Hours Security. Water Treatment. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
380, marshy hill estate addo road ajah ado ajah lagos,2,1,1,1,Brand new roomself contain with studio kitchen spacious room and balcony facing an interlocked road inside the estate. ... New. Big Compound. Security Doors. Pop Ceiling. ...,ajah,1,0,0,1,ajah1,400000.0,500000.0,450000.0,2,6,1,450000
381, before the new shoprite in sangotedo in ajah axis lekki. sangotedo ajah lagos,8,4,4,4,"A Very Fine 3 Bedrooms Flat in a cool, gated and secured Estate with clean water, easy access to the roads, very close to the road, good light and good roads in Sangotedo in Ajah ... New. Cheap. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Church Nearby. Security. All Room Ensuit. Supermarket Nearby. Fast Internet. Parking Space. Pop Ceiling. Water Treatment. ...",ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
382, golf road lakowe lakowe ajah lagos,8,4,4,4,"Super clean Rent 750k Agency 75k, legal 75k couation deposit 50k. ... ...",ajah,1,1,1,1,ajah4,1200000.0,1500000.0,1300000.0,4,29,5,3000000
383," crown estate, sangotedo, ajah axis lekki. crown estate ajah lagos",8,4,4,4,"A Standard 3 Bedrooms Bungalow in a serene, beautiful, well gated, seriously guarded, highly secured and well maintained environment with good water, street lights, good light, easy access roads, good roads and nicely serviced Crown ... Serviced. New. Cheap. Renovated. Boys Quater. Cctv Cameras. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Security. All Room Ensuit. Supermarket Nearby. Fast Internet. Parking Space. 24 Hours Electricity. Pop Ceiling. Children Play Ground. Child Care. Water Treatment. ...",ajah,1,1,1,1,ajah4,1200000.0,1500000.0,1300000.0,4,29,5,1500000
384, green ville estate badore ajah lagos,2,1,1,1,Standard mini flat in a cerene neighbourhood with modern facilities ... Serviced. New. Cheap. Security. All Room Ensuit. Big Compound. Supermarket Nearby. Parking Space. Pop Ceiling. 24 Hours Security. Drainage System. Water Treatment. ...,ajah,1,1,1,1,ajah1,400000.0,500000.0,450000.0,4,6,1,500000
385, thomas estate thomas estate ajah lagos,6,3,3,3,Very lovely apartment in good location of the estate ... ...,ajah,1,1,1,1,ajah3,900000.0,1000000.0,1000000.0,4,24,4,1600000
386," infinity estate, ado road. ado ajah lagos",5,3,2,3,"Fully fitted luxury 2 bedroom apartment in Infinity estate, with automatic gates and state of the art fittings. ... New. Dry. Security. All Room Ensuit. Parking Space. Pop Ceiling. 24 Hours Security. Drainage System. Water Treatment. ...",ajah,1,1,1,1,ajah3,900000.0,1000000.0,1000000.0,4,24,4,1500000
387, seaside estate badore ajah lagos,5,3,2,3,The property is located in a gated serene neighborhood. It is painted both internally and externally with interlocked ample parking space. The ceiling is finished with POP and floor with tiles ... Serviced. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
388, by hot bread sangotedo ajah lagos,2,1,1,1,A cozy room self contain to let. Female preferably needed. ... ...,ajah,0,0,0,1,ajah1,400000.0,500000.0,450000.0,1,6,1,400000
389," united estate, sangotedo ajah lagos",7,4,3,4,_Well finished 3 Bedroom Flat _3mins to Lekki Epe Expressway _4Mins to Novare Mall ( ShopRite ) _Paved Compound _Can contain 6 Cars Rent : 1M Legal :100k Agent 100k Service Charge : 100k: ... ...,ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
390, divine homes estate thomas estate ajah lagos,9,5,4,5,Four bedroom fully detached duplex with Bq on a paved road. D/SAJ ... Boys Quater. Security. All Room Ensuit. Supermarket Nearby. Restaurants Nearby. Parking Space. ...,ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
391, an estate in abijo after crown estate in ajah axis lekki. abijo ajah lagos,6,3,3,3,"A Very Sweet and Beautiful 2 Bedrooms Duplex in a cool, highly secured, seriously guarded and well gated Estate with good access roads, clean water and good light in Abijo after Crown Estate in Ajah ... New. Cheap. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Security. All Room Ensuit. Supermarket Nearby. Fast Internet. Parking Space. Pop Ceiling. Water Treatment. ...",ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
392, peace estate cocacola bustop badore ajah badore ajah lagos,3,2,1,2,"Brand New Spacious Miniflat with fitted kitchen cupboard and cabinet, 2 toilets spacious sitting room inside an interlocked compound facing interlocked road inside the estate and it's close to Badore road. ... New. Cheap. All Room Ensuit. Big Compound. Security Doors. Pop Ceiling. 24 Hours Security. Water Treatment. ...",ajah,1,1,0,1,ajah2,800000.0,800000.0,800000.0,3,21,4,800000
393, apteck rd sangotedo ajah lagos,7,4,3,4,Newly Built 3 Bedrooms Flat For Rent in a Fine Estate ... New. Cheap. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Security. All Room Ensuit. Supermarket Nearby. Fast Internet. Parking Space. Pop Ceiling. Water Treatment. ...,ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
394, within a very secure and peaceful estate ado ajah lagos,7,4,3,4,"Spacious three bedroom flat, all rooms ensuite with guest toilet in an estate along the road. The flat is close to the estate gate. The flat is on the third/last floor. Only six units in ... Renovated. Security. All Room Ensuit. Supermarket Nearby. Ocean View. Restaurants Nearby. Parking Space. 24 Hours Security. ...",ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
395, behind the new shoprite in sangotedo in ajah axis lekki. sangotedo ajah lagos,10,5,5,5,"A Brand New Superbly Built, Luxuriously Finished 4 Bedrooms Duplex with BQ in a very Beautiful, serene, cool, well gated, seriously guarded and highly secured Estate with clean water, good roads, easy access to the ... Serviced. New. Cheap. Boys Quater. Cctv Cameras. Big Compound. Restaurants Nearby. Security Doors. Front Desk Service. 24 Hours Security. Drainage System. Street Lights. Church Nearby. Jacuzzi. Security. All Room Ensuit. Supermarket Nearby. Fast Internet. Gym. Ocean View. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. Children Play Ground. Child Care. Water Treatment. ...",ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
396, lavalon hotel road opp eco bank addo road ajah ado ajah lagos,5,3,2,3,"Brand new 2 bedroom flat all rooms ensuite with POP ceiling spacious rooms with 2 windows each for ventilation, spacious kitchen facing interlocked road inside a gated Estate. ... Serviced. New. All Room Ensuit. Big Compound. Pop Ceiling. 24 Hours Security. Water Treatment. ...",ajah,1,1,0,1,ajah3,900000.0,1000000.0,1000000.0,3,24,4,1000000
397, abijo ajah lagos,11,6,5,6,"5 bedroom duplex wit 2 rooom Bq Green area all rooms en-suite at Mobil estate, emerald estate Ajah Title c of o Price 90 million ... ...",ajah,1,1,1,1,ajah6,4000000.0,4000000.0,4000000.0,4,50,9,5000000
398, unity estate maryland badore ajah badore ajah lagos,2,1,1,1,Miniflat upstairs with 2 toilets spacious sitting room and wardrobe inside the room facing interlocked road inside the Estate. ... Renovated. Security Doors. 24 Hours Security. Water Treatment. ...,ajah,0,0,0,1,ajah1,400000.0,500000.0,450000.0,1,6,1,400000
399," around blenco supermarket before sangotedo, ajah axis lekki. sangotedo ajah lagos",10,5,5,5,"A Newly Built 4 Bedrooms Duplex in a very serene and secure Estate with good roads, clean water and good light around Blenco Supermarket before Sangotedo in Ajah axis Lekki For Rent. ... New. Cheap. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Church Nearby. Security. All Room Ensuit. Supermarket Nearby. Fast Internet. Parking Space. Pop Ceiling. Water Treatment. ...",ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
400, illaje off emerald estate mobil road illaje ajah ilaje ajah lagos,7,4,3,4,"Spacious 4 bedroom Terrace duplex with 2 sitting room, fitted kitchen, water heater bathroom POP ceiling just 4 people in the compound, water treatment plant not far from the interlocked Mobil road. ... Renovated. Big Compound. Security Doors. Pop Ceiling. 24 Hours Security. Water Treatment. ...",ajah,1,1,1,1,ajah4,1200000.0,1500000.0,1300000.0,4,29,5,1500000
401, ajah lagos,6,3,3,3,3 bedroom flat Rent: #1.7m Agency and Legal fees: 10% and Caution fee: #150k Decent building in a secured and clean environment. ... ...,ajah,1,1,1,1,ajah3,900000.0,1000000.0,1000000.0,4,24,4,1700000
402, marshy hill estate akins bustop addo road ajah ado ajah lagos,5,3,2,3,"Brand new 2 bedroom flat all rooms ensuite with POP ceiling, modern kitchen, wardrobe inside an interlocked compound facing interlocked road. Upstairs N950,000.00 Downstairs N900,000.00. ... New. Cheap. All Room Ensuit. Big Compound. Security Doors. Pop Ceiling. 24 Hours Security. Water Treatment. ...",ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,950000
403, lekki palm city estate ado ajah lagos,8,4,4,4,New and tastefully finished 5units of 4 bedrooms detached houses Lekki Palm City Estate. Each unit is finished with state of the art facilities. The floor is finished with vitrified tiles and ceiling with POP. Sales ... ...,ajah,1,1,1,1,ajah4,1200000.0,1500000.0,1300000.0,4,29,5,2300000
404," united estate, sangotedo, ajah axis, lekki. sangotedo ajah lagos",6,3,3,3,"A Newly Built 2 Bedrooms Flat in a quiet, well guarded and gated area of United Estate with clean water, good light, easy access roads and good road in Sangotedo in Ajah axis Lekki For ... New. Cheap. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Security. All Room Ensuit. Supermarket Nearby. Fast Internet. Parking Space. Pop Ceiling. Water Treatment. ...",ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
405, harmony estate langbasa rd ajah ado ajah lagos,9,5,4,5,"A 4 bedroom bungalow alone in the compound with Miniflat bq spacious sitting room and dinning, kitchen with store, all rooms ensuite with compound that can park 8 cars with generator house and gate house ... Renovated. Boys Quater. All Room Ensuit. Big Compound. Parking Space. ...",ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
406, berulah estate by addo round about addo ajah ado ajah lagos,5,3,2,3,"Modern Bungalow with masters bedroom ensuite 3 toilets 2 bathrooms, POP ceiling in sitting room, spacious sitting room, spacious dinning, big kitchen and store just 2 people in the compound inside a gated Estate and ... Renovated. Pop Ceiling. ...",ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
407, seaside estate ajah lagos,6,3,3,3,"For rent: Well finished two-bedrooms in a safe and secure estate with steady light, clean water, prepared meter, close to the gate, wardrobes, quality doors,fitted cabinets,POP finished all round, interlock compound just four people in ... ...",ajah,1,1,0,1,ajah3,900000.0,1000000.0,1000000.0,3,24,4,1000000
408, silverpoint estate badore ajah lagos,5,3,2,3,The property is a newly built and tastefully finished 12 units of 2 bedroom flats located in a gated and secured estate. It is painted both internally and externally with ample parking space. The floor ... Serviced. New. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
409," lekki palm city estate, off ado road, ajah, lagos. badore ajah lagos",9,5,4,5,"4bedroom detached house with a room bq at Lekki palm city estate, off ado road, Ajah, Lagos. ... Serviced. New. Boys Quater. Security. All Room Ensuit. Big Compound. Supermarket Nearby. Security Doors. Parking Space. Pop Ceiling. 24 Hours Security. Water Treatment. ...",ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
410," otunla street, lakowe lakowe ajah lagos",5,3,2,3,Newly finished 2bedroom apartment in a good location and quick accessibility to the major road ... Serviced. New. Cheap. Security. All Room Ensuit. Big Compound. Supermarket Nearby. Parking Space. Pop Ceiling. 24 Hours Security. Drainage System. Water Treatment. Church Nearby. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
411, lavalon hotel estate opp eco bank addo road ajah ado ajah lagos,7,4,3,4,"Clean and spacious 3 bedroom flat upstairs with bq all rooms ensuite, spacious kitchen, spacious sitting room with 2 windows each inside 2 rooms for proper ventilation, visitors toilet with POP ceiling inside an interlocked ... Cheap. Renovated. All Room Ensuit. Big Compound. Pop Ceiling. 24 Hours Security. Water Treatment. ...",ajah,1,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,2,29,5,1300000
412, ajah lagos,6,3,3,3,"3 bedrooms flat for rent at llasan lekki Ajah, All rooms ensuites. ... ...",ajah,1,1,1,1,ajah3,900000.0,1000000.0,1000000.0,4,24,4,2300000
413, before blenco supermarket in olokonla in ajah axis lekki. olokonla ajah lagos,6,3,3,3,"A Very Cute 3 Bedrooms Flat in seriously guarded, well gated and quiet Estate with good light, clean water and very close to the road before Blenco Supermarket in Olokonla in Ajah axis Lekki For ... New. Cheap. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Church Nearby. Security. All Room Ensuit. Supermarket Nearby. Parking Space. Pop Ceiling. Water Treatment. ...",ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
414, harmony estate langbasa rd ajah ado ajah lagos,5,3,2,3,"Clean renovated 2 bedroom flat upstairs with all rooms ensuite, spacious kitchen with exit door and staircase behind. Spacious sitting room and small dinning. Prepaid meter. ... Renovated. All Room Ensuit. Big Compound. Water Treatment. ...",ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
